Year-Make-Model,Price
2011 Cadillac Escalade,85784
2011 Cadillac Escalade,75997
2011 Cadillac Escalade,76174
2011 Cadillac Escalade,69476
2011 Cadillac Escalade,82269
2011 Cadillac Escalade,83452
2011 Cadillac Escalade,73488
2011 Cadillac Escalade,91073
2011 Nissan Xterra,20511
2011 Nissan Xterra,24317
2011 Nissan Xterra,26141
2011 Nissan Xterra,43925
2011 Nissan Xterra,28281
2011 Nissan Xterra,20111
2011 Nissan Xterra,28650
2010 Nissan Xterra,28152
2010 Nissan Xterra,25075
2010 Nissan Xterra,27178
2010 Nissan Xterra,22608
2010 Nissan Xterra,27988
2010 Nissan Xterra,27401
2010 Nissan Xterra,28480
2010 Nissan Xterra,20631
2010 Nissan Xterra,24292
2012 Nissan Altima Coupe,22844
2012 Nissan Altima Coupe,28329
2010 BMW 5 Series Sedan,40543
2010 BMW 5 Series Sedan,48972
2010 BMW 5 Series Sedan,56063
2010 BMW 5 Series Sedan,34618
2010 BMW 5 Series Sedan,49778
2010 BMW 5 Series Sedan,40261
2010 BMW 5 Series Sedan,67537
2010 BMW 5 Series Sedan,40037
2010 BMW 5 Series Sedan,48587
2010 BMW 5 Series Sedan,45684
2010 Mercedes-Benz M-Class,63841
2010 Mercedes-Benz M-Class,98616
2010 Mercedes-Benz M-Class,189254
2010 Mercedes-Benz M-Class,74737
2010 Mercedes-Benz M-Class,65926
2011 Mercedes-Benz M-Class,67224
2010 BMW 5 Series Sedan,32794
2011 Mercedes-Benz M-Class,87596
2010 BMW 5 Series Sedan,31365
2011 Mercedes-Benz M-Class,54978
2010 BMW 5 Series Sedan,57048
2012 Nissan Sentra,24047
2012 Nissan Sentra,18289
2012 Nissan Versa Hatchback,17621
2012 Nissan Versa Hatchback,13342
2011 Toyota Sienna,33597
2011 Toyota Sienna,37333
2011 Toyota Sienna,45953
2011 Toyota Sienna,30318
2011 Toyota Sienna,36283
2011 Toyota Sienna,43539
2011 Toyota Sienna,46112
2011 Toyota Sienna,31929
2011 Toyota Sienna,34058
2011 Toyota Sienna,43760
2011 Toyota Sienna,35848
2011 Toyota Sienna,32319
2011 BMW 5 Series Sedan,84964
2011 BMW 5 Series Sedan,56198
2011 BMW 5 Series Sedan,68754
2011 BMW 5 Series Sedan,56191
2012 Nissan Versa Sedan,14014
2011 Mercedes-Benz SL-Class,87371
2011 Mercedes-Benz SL-Class,156377
2011 Mercedes-Benz SL-Class,139792
2010 Mercedes-Benz SLK-Class,79815
2010 Mercedes-Benz SLK-Class,76459
2010 Mercedes-Benz SLK-Class,96550
2011 Mercedes-Benz SLK-Class,88691
2011 Mercedes-Benz SLK-Class,73382
2010 Mercedes-Benz SLK-Class,87583
2011 Lincoln MKS,32066
2011 Lincoln MKS,36927
2011 Lincoln MKS,42518
2010 Lincoln MKS,36370
2010 Lincoln MKS,31902
2010 Lincoln MKS,35989
2010 BMW 5 Series Sports Wagon,40693
2010 BMW 5 Series Sports Wagon,43617
2011 Mercedes-Benz SLK-Class,61850
2011 Lincoln MKT,33342
2011 Lincoln MKT,49493
2011 Lincoln MKT,44647
2010 Lincoln MKT,49323
2010 Lincoln MKT,43111
2010 Lincoln MKT,42413
2011 Lincoln MKX,30546
2011 Lincoln MKX,46563
2010 Lincoln MKX,38414
2010 Lincoln MKX,32419
2010 Cadillac Escalade,50396
2010 Cadillac Escalade,81885
2010 Cadillac Escalade,82436
2010 Cadillac Escalade,75773
2010 Cadillac Escalade,94607
2010 Cadillac Escalade,79161
2010 Cadillac Escalade,65692
2010 Cadillac Escalade,93560
2011 Lincoln MKZ Sedan,42826
2011 Lincoln MKZ Sedan,33048
2010 Lincoln MKZ Sedan,36617
2010 Lincoln MKZ Sedan,39943
2010 Mazda CX-9,20701
2010 Mazda CX-9,22414
2010 Mazda CX-9,23949
2010 Mazda CX-9,25189
2010 Mazda CX-9,26322
2010 Mazda CX-9,25275
2010 Toyota Sienna,44065
2010 Toyota Sienna,39832
2010 Toyota Sienna,43716
2010 Toyota Sienna,46229
2010 Toyota Sienna,37666
2010 Toyota Sienna,44274
2010 Toyota Sienna,48845
2010 Toyota Sienna,32118
2010 Toyota Sienna,40768
2010 Honda Element,24462
2010 Honda Element,23290
2010 Honda Element,25114
2010 Honda Element,21559
2010 Honda Element,20199
2010 Honda Element,28846
2010 Honda Element,20772
2011 Mazda Mazda2,14558
2011 Mazda Mazda2,10395
2011 Mazda Mazda2,17934
2011 Mazda Mazda2,13397
2011 Mazda Mazda3 4-Door,11026
2011 Mazda Mazda3 4-Door,15664
2011 Mazda Mazda3 4-Door,12252
2011 Mazda Mazda3 4-Door,19369
2011 Mazda Mazda3 4-Door,12970
2011 Mazda Mazda3 4-Door,26988
2011 Mazda Mazda3 4-Door,22705
2011 Mazda Mazda3 4-Door,27494
2011 Mazda Mazda3 4-Door,29832
2011 Mazda Mazda3 5-Door,23048
2011 Mazda Mazda3 5-Door,28865
2011 Mazda Mazda3 5-Door,26807
2011 Mazda Mazda3 5-Door,26854
2012 Ford Explorer,36766
2012 Ford Explorer,45196
2012 Ford Explorer,30564
2012 Ford Explorer,46902
2012 Ford Explorer,35624
2012 Ford Explorer,49834
2012 Ford Explorer,44512
2012 Ford Explorer,41836
2012 Ford Explorer,37937
2010 Mazda Mazda3 5-Door,23075
2010 Mazda Mazda3 5-Door,20433
2010 Mazda Mazda3 5-Door,20373
2010 Mazda Mazda3 5-Door,20653
2011 Ford Explorer,41902
2011 Ford Explorer,31764
2011 Ford Explorer,43992
2011 Ford Explorer,40772
2011 Ford Explorer,43423
2011 Ford Explorer,48190
2010 Mazda Mazda3 4-Door,14413
2010 Mazda Mazda3 4-Door,18724
2010 Mazda Mazda3 4-Door,13796
2010 Mazda Mazda3 4-Door,11372
2010 Mazda Mazda3 4-Door,11924
2010 Mazda Mazda3 4-Door,23576
2010 Mazda Mazda3 4-Door,25841
2010 Mazda Mazda3 4-Door,22282
2010 Mazda Mazda3 4-Door,24256
2011 Mazda Mazdaspeed3,28145
2010 Mazda Mazdaspeed3,20702
2010 Ford Explorer,23044
2010 Ford Explorer,21720
2010 Ford Explorer,27057
2010 Ford Explorer,31428
2010 Ford Explorer,27913
2010 Ford Explorer,27634
2010 Ford Explorer,44113
2010 Ford Explorer,24884
2010 Ford Explorer,29806
2010 Ford Explorer,25383
2010 Ford Explorer,30182
2012 Mazda Mazda5,15043
2012 Mazda Mazda5,10029
2012 Mazda Mazda5,15219
2012 Mazda Mazda5,13283
2010 Mazda Mazda5,18164
2010 Mazda Mazda5,14232
2010 Mazda Mazda5,19391
2010 Mazda Mazda5,12670
2011 Honda Pilot,46344
2011 Honda Pilot,33783
2011 Honda Pilot,34406
2011 Honda Pilot,30994
2011 Honda Pilot,34999
2011 Honda Pilot,42982
2011 Honda Pilot,34421
2011 Honda Pilot,38945
2012 Mazda Mazda6,26955
2012 Mazda Mazda6,21234
2012 Mazda Mazda6,21496
2012 Mazda Mazda6,21355
2012 Mazda Mazda6,26556
2012 Mazda Mazda6,19473
2012 Mazda Mazda6,15119
2011 Cadillac CTS Sport Wagon,33447
2011 Cadillac CTS Sport Wagon,39642
2011 Cadillac CTS Sport Wagon,48081
2011 Cadillac CTS Sport Wagon,43264
2011 Cadillac CTS Sport Wagon,40307
2011 Cadillac CTS Sport Wagon,46422
2011 Cadillac CTS Sport Wagon,89040
2011 Cadillac CTS Sport Wagon,87885
2011 Cadillac CTS Sport Wagon,75775
2011 Cadillac CTS Sport Wagon,70327
2011 Lincoln Navigator,69362
2011 Lincoln Navigator,58637
2011 Lincoln Navigator,89838
2011 Lincoln Navigator,67217
2010 Lincoln Navigator,87387
2010 Lincoln Navigator,67918
2011 Lincoln Town Car,40164
2011 Lincoln Town Car,37362
2010 Lincoln Town Car,36717
2010 Lincoln Town Car,46840
2011 Mercedes-Benz C-Class,83076
2010 BMW 5 Series Gran Turismo,59733
2010 BMW 5 Series Gran Turismo,65466
2010 BMW 5 Series Gran Turismo,95310
2010 Infiniti FX,49012
2010 Infiniti FX,49250
2010 Infiniti FX,97439
2011 Mercedes-Benz C-Class,92420
2011 Mercedes-Benz C-Class,56697
2010 Cadillac CTS Sport Wagon,44626
2010 Cadillac CTS Sport Wagon,35658
2010 Cadillac CTS Sport Wagon,39519
2010 Cadillac CTS Sport Wagon,30865
2010 Cadillac CTS Sport Wagon,38687
2010 Cadillac CTS Sport Wagon,46767
2010 Cadillac CTS Sport Wagon,56870
2010 Cadillac CTS Sport Wagon,54066
2010 Cadillac CTS Sport Wagon,87824
2010 Cadillac CTS Sport Wagon,67175
2011 Infiniti FX,36644
2011 Infiniti FX,45484
2011 Infiniti FX,65961
2010 Mercedes-Benz C-Class,168187
2012 Infiniti M Hybrid,69307
2011 Cadillac STS,63055
2011 Cadillac STS,93507
2011 Cadillac STS,64254
2011 Cadillac STS,53274
2011 Cadillac STS,64895
2009 Infiniti M,32693
2011 Dodge Caliber,13759
2011 Dodge Caliber,10692
2011 Dodge Caliber,14897
2011 Mercedes-Benz C-Class,61742
2010 Dodge Caliber,17484
2010 Dodge Caliber,14559
2010 Dodge Caliber,12141
2010 Dodge Caliber,19133
2010 Dodge Caliber,10471
2010 Dodge Caliber,16233
2011 BMW 5 Series Gran Turismo,58198
2011 BMW 5 Series Gran Turismo,92765
2011 BMW 5 Series Gran Turismo,84878
2011 BMW 5 Series Gran Turismo,55410
2011 Dodge Challenger,20698
2011 Dodge Challenger,23441
2011 Dodge Challenger,27730
2010 BMW 6 Series Convertible,52242
2010 Infiniti M,47566
2010 Infiniti M,31325
2010 Infiniti M,96061
2010 Infiniti M,97619
2010 Dodge Challenger,26121
2010 Dodge Challenger,53223
2010 Dodge Challenger,23332
2011 Infiniti M,31798
2011 Infiniti M,37183
2011 Infiniti M,93330
2011 Infiniti M,52626
2011 Toyota Venza,22093
2011 Toyota Venza,27566
2011 Toyota Venza,39098
2011 Toyota Venza,38740
2012 Infiniti M,38527
2012 Infiniti M,46791
2012 Infiniti M,52831
2012 Infiniti M,98484
2010 Cadillac STS,78876
2010 Cadillac STS,91025
2010 Cadillac STS,68674
2010 Cadillac STS,74219
2010 Cadillac STS,96347
2010 Cadillac STS,72343
2010 Cadillac STS,70325
2010 Cadillac STS,87542
2011 Ford Expedition,76970
2011 Ford Expedition,97313
2011 Ford Expedition,73866
2011 Ford Expedition,64534
2011 Ford Expedition,67587
2011 Ford Expedition,93112
2011 Ford Expedition,86835
2011 Ford Expedition,87630
2011 Ford Expedition,62933
2011 Ford Expedition,64053
2011 Ford Expedition,64643
2011 Ford Expedition,89825
2011 Ford Expedition,55180
2011 Ford Expedition,76875
2011 Ford Expedition,96327
2011 Ford Expedition,52077
2011 Dodge Charger,21418
2011 Dodge Charger,30205
2011 Dodge Charger,20640
2011 Mazda Mazda6,22032
2011 Mazda Mazda6,28690
2011 Mazda Mazda6,25106
2011 Mazda Mazda6,10155
2011 Mazda Mazda6,28483
2011 Mazda Mazda6,13981
2011 Mazda Mazda6,13533
2011 GMC Acadia,49890
2011 GMC Acadia,30021
2011 GMC Acadia,40842
2011 GMC Acadia,47129
2011 GMC Acadia,31938
2011 GMC Acadia,38181
2011 GMC Acadia,43168
2011 GMC Acadia,43385
2011 GMC Acadia,30714
2011 GMC Acadia,30211
2010 Mazda Mazda6,29082
2010 Mazda Mazda6,27392
2010 Mazda Mazda6,24232
2010 Mazda Mazda6,24826
2010 Mazda Mazda6,25966
2010 Mazda Mazda6,18317
2010 Mazda Mazda6,21830
2010 Mazda Mazda6,17266
2010 Mazda Mazda6,17904
2010 Dodge Charger,7593
2010 Dodge Charger,7579
2010 Dodge Charger,2798
2010 Dodge Charger,61630
2010 Dodge Charger,12169
2010 Dodge Charger,13863
2010 Dodge Charger,18297
2010 Dodge Charger,8197
2010 Dodge Charger,4248
2011 Dodge Durango,35925
2011 Dodge Durango,32478
2011 Dodge Durango,33051
2011 Dodge Durango,44716
2011 Dodge Durango,46654
2010 Ford Expedition,65408
2010 Ford Expedition,96137
2010 Ford Expedition,87072
2010 Ford Expedition,51501
2010 Ford Expedition,69281
2010 Ford Expedition,56991
2010 Ford Expedition,69730
2010 Ford Expedition,95726
2010 Ford Expedition,95618
2010 Ford Expedition,96708
2010 Ford Expedition,94136
2010 Ford Expedition,92377
2010 Ford Expedition,71381
2010 Ford Expedition,81051
2010 Ford Expedition,58149
2010 Ford Expedition,59255
2010 Ford Expedition,84098
2010 Ford Expedition,99283
2010 Ford Expedition,54882
2010 Ford Expedition,80578
2011 Mazda MX-5 Miata,25534
2011 Mazda MX-5 Miata,28488
2011 Mazda MX-5 Miata,26892
2011 Mazda MX-5 Miata,29180
2011 Mazda MX-5 Miata,20397
2011 Mazda MX-5 Miata,21339
2011 Mazda MX-5 Miata,27987
2011 Mazda MX-5 Miata,18198
2011 Mazda MX-5 Miata,28379
2011 Mazda MX-5 Miata,13862
2011 Mazda MX-5 Miata,28213
2011 Mazda MX-5 Miata,22466
2010 Mazda MX-5 Miata,28388
2010 Mazda MX-5 Miata,25142
2010 Mazda MX-5 Miata,21449
2010 Mazda MX-5 Miata,21817
2010 Mazda MX-5 Miata,24821
2010 Mazda MX-5 Miata,22014
2010 Mazda MX-5 Miata,28296
2010 Mazda MX-5 Miata,27430
2010 Mazda MX-5 Miata,27807
2010 Mazda MX-5 Miata,20051
2011 Mazda RX-8,29281
2011 Mazda RX-8,27634
2011 Mazda RX-8,20603
2011 Mazda RX-8,21274
2011 Mazda RX-8,20728
2011 Infiniti G25,72764
2011 Infiniti G25,31858
2011 Infiniti G25,47009
2010 Mazda RX-8,25917
2010 Mazda RX-8,26010
2010 Mazda RX-8,24256
2010 Mazda RX-8,23300
2010 Mazda RX-8,26936
2010 Toyota Venza,26183
2010 Toyota Venza,26826
2010 Toyota Venza,34244
2010 Toyota Venza,42868
2011 Toyota Yaris 5-Door Liftback,10658
2011 Toyota Yaris 5-Door Liftback,15688
2012 Chevrolet Equinox,25684
2012 Chevrolet Equinox,27580
2012 Chevrolet Equinox,28498
2012 Chevrolet Equinox,27665
2012 Chevrolet Equinox,25643
2012 Chevrolet Equinox,29765
2012 Chevrolet Equinox,22065
2012 Chevrolet Equinox,24654
2012 Chevrolet Equinox,20836
2012 Chevrolet Equinox,26318
2012 Chevrolet Equinox,25542
2012 Chevrolet Equinox,20314
2012 Chevrolet Equinox,21772
2012 Chevrolet Equinox,26486
2010 Toyota Yaris 5-Door Liftback,19509
2010 Toyota Yaris 5-Door Liftback,16439
2012 Nissan Altima Coupe,28439
2011 Toyota Yaris 3-Door Liftback,13217
2011 Toyota Yaris 3-Door Liftback,19757
2011 Nissan Armada,46717
2011 Chevrolet Equinox,29234
2011 Chevrolet Equinox,29139
2011 Chevrolet Equinox,24532
2011 Chevrolet Equinox,20295
2011 Chevrolet Equinox,22556
2011 Chevrolet Equinox,24523
2011 Chevrolet Equinox,24700
2011 Chevrolet Equinox,26116
2011 Chevrolet Equinox,22163
2011 Chevrolet Equinox,20874
2011 Chevrolet Equinox,23987
2011 Chevrolet Equinox,28443
2011 Chevrolet Equinox,29914
2011 Chevrolet Equinox,23934
2011 Chevrolet Equinox,22987
2011 Chevrolet Equinox,22514
2011 Chevrolet Equinox,23203
2011 Chevrolet Equinox,22316
2011 Chevrolet Equinox,22065
2011 Chevrolet Equinox,28382
2010 Toyota Yaris 3-Door Liftback,10067
2010 Toyota Yaris 3-Door Liftback,10588
2011 Toyota Yaris Sedan,19240
2011 Toyota Yaris Sedan,19916
2012 Ford Transit Connect Van,26218
2012 Ford Transit Connect Van,29656
2012 Ford Transit Connect Wagon,27000
2012 Ford Transit Connect Wagon,24773
2011 Transit Connect Van,28349
2011 Transit Connect Van,29850
2011 Transit Connect Wagon,25501
2011 Transit Connect Wagon,28932
2010 Transit Connect Van,22610
2010 Transit Connect Van,28090
2010 Transit Connect Wagon,22316
2010 Transit Connect Wagon,27997
2011 Nissan Armada,46049
2011 Nissan Armada,49217
2010 Ford Crown Victoria,3495
2011 Nissan Armada,42895
2011 Nissan Armada,41120
2011 Nissan Armada,40862
2011 Porsche 911 Coupe,74636
2011 Porsche 911 Coupe,53121
2011 Porsche 911 Coupe,75867
2011 Porsche 911 Coupe,56545
2011 Porsche 911 Coupe,52125
2011 Porsche 911 Coupe,104468
2011 Porsche 911 Coupe,96196
2011 Porsche 911 Coupe,102481
2009 Infiniti G37 Convertible,32381
2009 Infiniti G37 Convertible,46195
2010 Nissan Armada,48567
2010 Nissan Armada,32280
2010 Nissan Armada,33213
2010 Nissan Armada,49323
2011 Mazda Tribute,28045
2011 Mazda Tribute,24419
2011 Mazda Tribute,22860
2011 Mazda Tribute,22507
2011 Mazda Tribute,26447
2011 Mazda Tribute,21695
2011 Mazda Tribute,23111
2011 Mazda Tribute,23697
2011 Mazda Tribute,22885
2010 Nissan Armada,34743
2010 Nissan Armada,35785
2010 Mazda Tribute,21035
2010 Mazda Tribute,24766
2010 Mazda Tribute,26619
2010 Mazda Tribute,29683
2010 Mazda Tribute,20479
2010 Mazda Tribute,28327
2010 Mazda Tribute,21338
2010 Mazda Tribute,20602
2010 Mazda Tribute,21516
2010 Toyota Yaris Sedan,17492
2010 Toyota Yaris Sedan,16124
2012 Toyota Yaris 3-Door Liftback,17918
2012 Toyota Yaris 3-Door Liftback,18385
2012 Toyota Yaris 3-Door Liftback,13390
2011 Porsche 911 Cabriolet,148733
2011 Porsche 911 Cabriolet,63827
2011 Porsche 911 Cabriolet,53549
2011 Porsche 911 Cabriolet,60033
2011 Porsche 911 Cabriolet,87164
2011 Porsche 911 Cabriolet,101504
2011 Dodge Durango,34898
2011 Dodge Durango,45788
2011 Dodge Durango,48024
2011 Dodge Durango,33561
2011 Dodge Durango,46891
2011 Dodge Grand Caravan,22628
2011 Dodge Grand Caravan,20329
2011 Dodge Grand Caravan,25532
2011 Dodge Grand Caravan,23039
2011 Dodge Grand Caravan,23669
2010 Jeep Commander,12386
2010 Jeep Commander,15542
2010 Jeep Commander,16056
2010 Jeep Commander,12191
2010 Jeep Commander,11279
2010 Jeep Commander,18021
2011 Jeep Compass,12150
2011 Jeep Compass,16961
2010 GMC Acadia,32110
2010 GMC Acadia,41503
2010 GMC Acadia,44152
2010 GMC Acadia,44380
2010 GMC Acadia,36739
2010 GMC Acadia,38687
2010 GMC Acadia,33287
2010 GMC Acadia,39412
2011 GMC Canyon,23184
2011 GMC Canyon,21476
2011 GMC Canyon,29557
2011 GMC Canyon,25972
2010 GMC Terrain,29140
2011 GMC Canyon,21732
2010 GMC Terrain,21028
2011 GMC Canyon,23934
2011 GMC Canyon,24249
2011 GMC Canyon,27366
2011 GMC Canyon,29244
2011 GMC Canyon,26042
2010 GMC Terrain,25954
2011 GMC Canyon,26264
2010 GMC Terrain,22382
2011 GMC Canyon,29208
2011 GMC Canyon,29710
2011 GMC Canyon,29291
2011 GMC Canyon,22898
2011 GMC Canyon,24071
2010 GMC Terrain,21272
2011 GMC Canyon,23202
2010 GMC Terrain,26118
2011 GMC Canyon,20271
2011 GMC Canyon,20864
2011 GMC Canyon,28505
2011 GMC Canyon,25566
2011 GMC Canyon,28230
2011 GMC Canyon,42656
2011 GMC Canyon,25660
2011 GMC Canyon,22111
2011 GMC Canyon,26338
2011 GMC Canyon,44249
2011 GMC Canyon,22555
2011 GMC Canyon,34059
2011 GMC Canyon,27413
2010 GMC Terrain,29324
2010 GMC Canyon,20612
2010 GMC Terrain,20511
2011 GMC Canyon,23341
2011 GMC Canyon,23787
2011 GMC Canyon,48895
2011 GMC Canyon,34021
2011 GMC Canyon,28204
2011 GMC Canyon,27882
2011 GMC Canyon,37494
2011 GMC Canyon,31478
2011 GMC Canyon,28589
2010 Infiniti G37 Convertible,41373
2010 Infiniti G37 Convertible,44556
2010 Honda Pilot,33933
2010 Honda Pilot,31265
2010 Honda Pilot,31804
2010 Honda Pilot,38926
2010 Honda Pilot,34852
2010 Honda Pilot,35287
2010 Honda Pilot,32919
2012 Toyota Yaris 5-Door Liftback,18489
2012 Toyota Yaris 5-Door Liftback,15839
2012 Toyota Yaris 5-Door Liftback,18338
2012 Toyota Yaris 5-Door Liftback,14654
2012 Toyota Highlander,41295
2012 Toyota Highlander,47332
2012 Toyota Highlander,35960
2012 Toyota Highlander,38666
2012 Toyota Highlander,37424
2012 Toyota Highlander,46811
2012 Toyota Highlander,48151
2012 Toyota Highlander,42666
2010 Dodge Grand Caravan,24891
2010 Dodge Grand Caravan,21210
2010 Dodge Grand Caravan,27272
2010 Dodge Grand Caravan,21035
2010 Dodge Grand Caravan,25519
2010 Jeep Compass,17747
2010 Jeep Compass,16455
2010 Jeep Compass,10858
2010 Jeep Compass,14933
2010 Jeep Compass,13130
2010 Jeep Compass,17843
2011 Chevrolet Equinox,23873
2010 Jeep Compass,17295
2011 Dodge Journey,23050
2011 Dodge Journey,31871
2011 Dodge Journey,40742
2011 Dodge Journey,32541
2011 Infiniti G37 Convertible,44567
2011 Infiniti G37 Convertible,95258
2010 Infiniti G37 Sedan,49261
2010 Infiniti G37 Sedan,47863
2010 Infiniti G37 Sedan,37428
2010 Infiniti G37 Sedan,33184
2010 BMW 6 Series Coup,72969
2011 Infiniti G37 Sedan,31198
2011 Infiniti G37 Sedan,49048
2011 Infiniti G37 Sedan,30616
2009 BMW 7 Series,59385
2009 BMW 7 Series,57133
2010 BMW 7 Series,74349
2010 BMW 7 Series,81825
2010 BMW 7 Series,176413
2010 BMW 7 Series,96925
2010 BMW 7 Series,89160
2010 Chevrolet Equinox,27876
2010 Chevrolet Equinox,21362
2010 Chevrolet Equinox,22684
2010 Chevrolet Equinox,29028
2010 Chevrolet Equinox,23295
2010 Chevrolet Equinox,28799
2010 Chevrolet Equinox,26138
2010 Chevrolet Equinox,24336
2011 BMW 7 Series,59630
2011 BMW 7 Series,112177
2011 BMW 7 Series,67736
2011 BMW 7 Series,77210
2011 BMW 7 Series,54923
2011 BMW 7 Series,79772
2011 BMW 7 Series,90910
2011 BMW 7 Series,64962
2010 Dodge Journey,29149
2010 Dodge Journey,28243
2010 Dodge Journey,22896
2010 Dodge Journey,28449
2010 Dodge Journey,21414
2010 Dodge Journey,22185
2010 Dodge Journey,23458
2011 BMW ActiveHybrid 7 Sedan,74567
2011 BMW ActiveHybrid 7 Sedan,54786
2011 Dodge Nitro,29105
2011 Dodge Nitro,29378
2011 Dodge Nitro,23397
2011 Dodge Nitro,21510
2011 Dodge Nitro,29144
2011 BMW ActiveHybrid 7 Sedan,51260
2011 Dodge Nitro,20000
2011 BMW ALPINA B7 Sedan,183892
2011 BMW ALPINA B7 Sedan,146615
2011 BMW ALPINA B7 Sedan,174280
2011 BMW ALPINA B7 Sedan,163016
2010 Lexus ES,45257
2010 Dodge Nitro,28971
2010 Dodge Nitro,20275
2010 Dodge Nitro,29440
2010 Dodge Nitro,24518
2010 Dodge Nitro,22015
2010 Dodge Nitro,29452
2010 Dodge Nitro,24316
2010 Dodge Nitro,22264
2010 Dodge Nitro,28167
2010 Dodge Nitro,21435
2012 Chevrolet Express,25684
2012 Chevrolet Express,33524
2012 Chevrolet Express,47944
2011 Infiniti G37 Coupe,34424
2011 Infiniti G37 Coupe,44983
2011 Infiniti G37 Coupe,41299
2011 Infiniti G37 Coupe,31547
2011 Infiniti IPL G Coupe,68649
2011 GMC Terrain,27386
2011 GMC Terrain,28735
2011 GMC Terrain,20278
2011 GMC Terrain,21873
2011 GMC Terrain,20531
2011 GMC Terrain,27590
2011 GMC Terrain,23468
2011 GMC Terrain,28289
2011 GMC Terrain,29677
2011 GMC Terrain,26958
2011 GMC Terrain,25018
2011 GMC Terrain,22799
2011 GMC Terrain,26678
2011 GMC Terrain,24415
2011 Dodge Nitro,22746
2011 Dodge Nitro,20009
2011 GMC Yukon,96593
2011 GMC Yukon,55693
2011 GMC Yukon,99451
2011 GMC Yukon,96113
2011 GMC Yukon,69785
2011 GMC Yukon,84905
2010 Porsche 911 Coupe,95115
2010 Porsche 911 Coupe,62810
2010 Porsche 911 Coupe,167559
2010 Porsche 911 Coupe,52209
2010 Porsche 911 Coupe,72634
2010 Porsche 911 Coupe,84771
2010 Porsche 911 Coupe,60293
2010 GMC Yukon,57108
2010 GMC Yukon,93781
2010 GMC Yukon,55826
2010 GMC Yukon,91483
2010 GMC Yukon,68547
2010 GMC Yukon,82002
2010 Infiniti G37 Coupe,49710
2010 Infiniti G37 Coupe,37391
2010 Infiniti G37 Coupe,49806
2010 Infiniti G37 Coupe,47657
2011 GMC Yukon XL,87413
2011 GMC Yukon XL,75018
2011 GMC Yukon XL,78993
2011 GMC Yukon XL,94214
2011 GMC Yukon XL,75936
2011 GMC Yukon XL,73748
2011 GMC Yukon XL,51425
2011 GMC Yukon XL,99567
2011 GMC Yukon XL,61499
2011 GMC Yukon XL,73168
2011 Infiniti IPL G Coupe,62789
2010 GMC Yukon XL,92109
2010 GMC Yukon XL,65098
2010 GMC Yukon XL,67500
2010 GMC Yukon XL,86626
2010 GMC Yukon XL,83277
2010 GMC Yukon XL,81275
2010 GMC Yukon XL,59137
2010 GMC Yukon XL,63764
2010 GMC Yukon XL,99182
2010 GMC Yukon XL,95439
2010 Infiniti QX56,94901
2010 Infiniti QX56,72277
2011 Infiniti QX56,73910
2011 Infiniti QX56,58371
2010 Acura MDX,33312
2011 Acura MDX,30010
2010 Acura RDX,38284
2010 Acura RDX,43423
2011 Acura RDX,48564
2011 Acura RDX,45732
2010 BMW M3 Convertible,59233
2010 Acura ZDX,32543
2011 Acura ZDX,32244
2011 BMW M3 Convertible,86114
2010 Acura RL,83788
2011 Acura RL,55381
2010 Acura TL,31208
2010 Acura TL,42267
2010 Acura TL,33455
2010 BMW M3 Coup,88358
2011 BMW M3 Coup,96770
2011 Acura TL,42780
2011 Acura TL,42586
2011 Acura TL,33307
2010 BMW M3 Sedan,97060
2011 BMW M3 Sedan,54042
2011 Chevrolet Express,92347
2011 Chevrolet Express,23432
2011 Chevrolet Express,46353
2011 Chevrolet Express,52291
2011 Chevrolet Express,35073
2011 Chevrolet Express,16395
2011 Chevrolet Express,44309
2012 Nissan Sentra,13787
2010 Acura TSX,28789
2010 Acura TSX,22510
2010 Acura TSX,38766
2011 Nissan Sentra,12666
2011 Acura TSX,21990
2011 Acura TSX,29163
2011 Acura TSX,34358
2011 Acura TSX Sport Wagon,31378
2010 Chevrolet Express,22974
2010 Chevrolet Express,35592
2010 Chevrolet Express,43817
2011 GMC Yukon Hybrid,55233
2011 GMC Yukon Hybrid,52794
2011 GMC Yukon Hybrid,67757
2011 GMC Yukon Hybrid,82658
2010 GMC Yukon Hybrid,76713
2010 GMC Yukon Hybrid,99124
2010 GMC Yukon Hybrid,82971
2010 GMC Yukon Hybrid,69344
2010 Porsche 911 Cabriolet,68723
2010 Porsche 911 Cabriolet,77515
2010 Porsche 911 Cabriolet,173050
2010 Porsche 911 Cabriolet,57097
2010 Porsche 911 Cabriolet,64180
2011 GMC Savana,46739
2011 GMC Savana,37938
2011 GMC Savana,32074
2011 GMC Savana,34598
2011 Porsche Boxster,70909
2011 Porsche Boxster,85330
2011 Porsche Boxster,85274
2010 Dodge Viper Coup,139123
2010 Dodge Viper Convertible,133742
2010 Porsche Boxster,52432
2010 Porsche Boxster,64174
2011 Porsche Cayenne S Hybrid,76704
2011 Porsche Cayenne,99374
2011 Porsche Cayenne,124923
2011 Porsche Cayenne,53982
2011 Porsche Cayenne,190735
2010 Porsche Cayenne,193116
2010 Porsche Cayenne,175171
2010 Porsche Cayenne,119781
2010 Porsche Cayenne,186277
2010 Porsche Cayenne,180927
2010 Porsche Cayenne,66560
2010 Porsche Cayenne,57030
2010 Porsche Cayenne,98955
2010 Nissan Sentra,15476
2011 GMC Savana,40427
2011 GMC Savana,6196
2011 GMC Savana,41339
